Drug_ID,Protein_ID,KIBA_affinity
CHEMBL1976196,Q04912,3.599999814
CHEMBL1973711,O43293,3.100001583
CHEMBL1980540,Q9H2X6,3.500000321
CHEMBL1982361,Q8N4C8,3.899999872
CHEMBL7064,P33981,1.991226076
CHEMBL377734,O15264,3.698970004
CHEMBL1982465,P36888,0.800029359
CHEMBL215152,Q9NY57,4.0
CHEMBL1994308,P06241,3.799999763
CHEMBL2004072,Q7KZI7,3.899999872
CHEMBL1230020,P54764,4.0
CHEMBL1986265,P11362,3.599999814
CHEMBL1977681,Q9HAZ1,2.099991234
CHEMBL2004072,P53667,4.0
CHEMBL231209,Q96KB5,4.0
CHEMBL1982476,P48730,3.100001583
CHEMBL2002099,O60674,0.199753793
CHEMBL1980489,Q16620,3.699999798
CHEMBL1975490,Q8IW41,3.199999125
CHEMBL1979718,P68400,3.799999763
CHEMBL1975256,Q14289,3.199999125
CHEMBL1908395,Q15208,4.0
CHEMBL1984363,P29317,3.500000321
CHEMBL1614701,P27037,4.0
CHEMBL2005828,P29597,3.299999496
CHEMBL2006493,Q06418,3.299999496
CHEMBL522892,O60674,2.989760348
CHEMBL482767,Q00535,3.799999763
CHEMBL1982874,P10721,3.100001583
CHEMBL513909,Q14289,2.491361694
CHEMBL1964718,Q14164,5.0
CHEMBL2001751,Q13554,2.400002346
CHEMBL564829,P11802,2.204119983
CHEMBL2001224,P27448,3.799999763
CHEMBL2006450,Q00535,3.0
CHEMBL2003341,Q13976,2.099991234
CHEMBL215152,Q02156,4.0
CHEMBL2002992,O96013,3.199999125
CHEMBL1190711,P53350,3.899999872
CHEMBL539474,P04629,2.900000965
CHEMBL1989474,P49841,3.799999763
CHEMBL1999918,P06241,2.900000965
CHEMBL1979883,O96017,3.699999798
CHEMBL1973098,P35916,3.799999763
CHEMBL271381,Q13627,3.799999763
CHEMBL1999749,P06213,3.699999798
CHEMBL234085,P04626,3.199999125
CHEMBL220057,Q16513,3.699999798
CHEMBL1969735,P30530,3.299999496
CHEMBL1972568,Q9NYL2,3.899999872
CHEMBL1979554,P45984,3.599999814
CHEMBL2000271,O43293,2.400002346
CHEMBL1993722,P49760,3.100001583
CHEMBL1971141,Q05513,3.899999872
CHEMBL1993584,P06213,3.699999798
CHEMBL1991725,P51451,2.0
CHEMBL1965660,P42679,3.299999496
CHEMBL2004637,P45984,3.599999814
CHEMBL2205426,P08581,3.204119983
CHEMBL358314,Q05513,3.698970004
CHEMBL1991725,Q9HBH9,2.300008203
CHEMBL1985042,Q9UHD2,4.699999971
CHEMBL284436,Q02156,2.722633923
CHEMBL1236126,Q9H2G2,4.0
CHEMBL1972142,O15075,4.0
CHEMBL1241674,P29323,2.748188027
CHEMBL1975500,P11362,3.699999798
CHEMBL1977749,O96013,3.699999798
CHEMBL1236107,Q15569,4.0
CHEMBL2004159,O94806,3.599999814
CHEMBL377300,O75460,4.0
CHEMBL31965,Q9NRM7,4.0
CHEMBL574738,Q9UL54,1.643452676
CHEMBL475251,P49137,3.949999936
CHEMBL120077,P78368,3.857332496
CHEMBL249697,O14733,4.0
CHEMBL223367,Q9BZL6,4.0
CHEMBL1976134,Q9UM73,3.100001583
CHEMBL2005886,Q13627,3.799999763
CHEMBL272453,Q15303,3.599999814
CHEMBL10,Q13177,4.0
CHEMBL1992306,P05129,3.899999872
CHEMBL1966808,Q13554,3.899999872
CHEMBL396523,P28482,3.199999125
CHEMBL1983963,O75116,2.0
CHEMBL1975121,P29317,3.500000321
CHEMBL574738,Q8TD08,1.973127854
CHEMBL1966035,P11362,3.699999798
CHEMBL2003785,Q02750,4.0
CHEMBL2000481,P00519,2.800001828
CHEMBL265470,Q9P1W9,2.041392685
CHEMBL1996831,P07332,3.299999496
CHEMBL1996817,Q05513,3.899999872
CHEMBL1977134,P45983,3.699999798
CHEMBL1969264,P51812,3.899999872
CHEMBL1242754,P00519,2.925366382
CHEMBL1242755,O00329,2.656098202
CHEMBL1908397,P51451,3.544068044
CHEMBL162,O95382,2.414973348
CHEMBL2000934,Q9Y463,3.400000617
CHEMBL1984363,O60674,3.199999125
CHEMBL1981079,Q7L7X3,3.100001583
CHEMBL162,O14578,2.531478917
CHEMBL1986328,Q13882,3.400000617
CHEMBL1971245,P22607,2.700002397
CHEMBL1973098,Q9NR20,2.500003068
CHEMBL259084,O95382,4.0
CHEMBL1516890,P48730,2.099991234
CHEMBL1984038,P06493,3.899999872
CHEMBL608154,P0C264,4.0
CHEMBL1983980,Q16620,3.400000617
CHEMBL1972849,P43405,3.199999125
CHEMBL7914,Q02156,5.0
CHEMBL1721885,Q92918,1.176091259
CHEMBL481491,P78368,3.899999872
CHEMBL1986869,P78368,3.899999872
CHEMBL1997025,P35916,3.799999763
CHEMBL493169,Q9NWZ3,3.602059991
CHEMBL2004072,Q9Y243,4.0
CHEMBL124660,Q9HBH9,4.0
CHEMBL1983111,Q16620,1.499961866
CHEMBL1965988,P53778,3.799999763
CHEMBL2005528,P07948,3.199999125
CHEMBL2004033,Q02750,3.400000617
CHEMBL1988581,P04629,2.0
CHEMBL424872,Q7KZI7,3.899999872
CHEMBL1984842,Q16288,3.500000321
CHEMBL24828,P42345,4.0
CHEMBL1992634,P51812,3.899999872
CHEMBL1977135,O96017,3.199999125
CHEMBL1977041,P49841,3.0
CHEMBL522892,Q9HBY8,3.100001583
CHEMBL2005631,P48730,3.500000321
CHEMBL1614701,O15075,4.0
CHEMBL188386,P49840,3.604226053
CHEMBL91829,Q9UBE8,4.0
CHEMBL1995740,Q9H2G2,4.0
CHEMBL207400,Q7L7X3,4.0
CHEMBL1990254,P05129,3.149999748
CHEMBL939,P54753,4.0
CHEMBL1614701,P37173,4.0
CHEMBL2007559,O95819,3.699999798
CHEMBL221959,Q32MK0,4.0
CHEMBL1908391,P31749,4.0
CHEMBL1994040,P16591,3.199999125
CHEMBL1980329,Q06187,3.799999763
CHEMBL1995813,P22607,3.299999496
CHEMBL1992073,O96013,3.400000617
CHEMBL1999506,P52333,3.699999798
CHEMBL1993243,Q8TDC3,3.699999798
CHEMBL1983715,Q16620,2.700002397
CHEMBL1972346,O75116,2.099991234
CHEMBL360847,Q14164,3.500000321
CHEMBL1988537,Q96SB4,3.899999872
CHEMBL1688215,P35968,2.924279286
CHEMBL1984206,P31749,3.699999798
CHEMBL1973395,P06241,2.900000965
CHEMBL336961,O15530,3.599999814
CHEMBL2007002,P05129,3.899999872
CHEMBL178737,Q9NYL2,3.949254403
CHEMBL2001019,P45984,3.599999814
CHEMBL412142,O14757,3.899999872
CHEMBL1998470,P49760,2.300008203
CHEMBL1966343,Q9H4B4,3.699999798
CHEMBL478649,O00141,4.51851394
CHEMBL1933582,O96013,4.0
CHEMBL1975138,P05129,3.699999798
CHEMBL482967,Q86V86,3.899999872
CHEMBL1973145,O94806,4.0
CHEMBL1986869,P07949,3.100001583
CHEMBL309953,P67870,4.397940009
CHEMBL1992634,P45984,3.599999814
CHEMBL1964413,Q13627,2.500003068
CHEMBL1230122,P07948,3.199999125
CHEMBL335718,P41743,2.146128036
CHEMBL10,P51817,3.750000161
CHEMBL1789941,P49674,4.0
CHEMBL130181,O94806,2.371067862
CHEMBL554993,O00444,0.146128036
CHEMBL1998112,Q96SB4,3.699999798
CHEMBL2000508,Q8IW41,3.199999125
CHEMBL1996234,O14965,3.199999125
CHEMBL572878,P51617,3.949999936
CHEMBL2007372,P42685,3.400000617
CHEMBL2004871,Q13153,4.0
CHEMBL1988437,P07948,2.500003068
CHEMBL210928,P51817,3.199999125
CHEMBL1230790,P54760,2.499687083
CHEMBL1996234,Q9P1W9,3.199999125
CHEMBL1991674,P52333,2.300008203
CHEMBL554,Q13882,3.700000308
CHEMBL1986943,Q05655,1.800029359
CHEMBL1981079,P17948,2.600003087
CHEMBL1996500,O15075,4.0
CHEMBL1966175,Q06418,3.500000321
CHEMBL1971172,Q9HAZ1,0.699837726
CHEMBL1978099,P51812,3.100001583
CHEMBL2000271,Q05655,1.200029267
CHEMBL1986899,P36888,3.100001583
CHEMBL112235,O94806,5.0
CHEMBL2004872,P00533,3.299999496
CHEMBL2333365,P10721,3.544068044
CHEMBL242237,P28482,4.397940009
CHEMBL554,O15530,3.799999907
CHEMBL1336,Q13043,4.0
CHEMBL1992231,P43405,3.199999125
CHEMBL1982700,P49336,3.599999814
CHEMBL572878,P16591,3.811624645
CHEMBL1989569,Q16513,3.599999814
CHEMBL475251,P54760,2.77815125
CHEMBL535331,P15735,3.699999798
CHEMBL78917,O15111,3.0
CHEMBL1988370,P11309,4.0
CHEMBL1969502,P30530,2.400002346
CHEMBL1992922,P12931,3.699999798
CHEMBL1999590,Q9H4B4,3.899999872
CHEMBL221959,Q96Q40,4.0
CHEMBL2004290,P53667,3.599999814
CHEMBL1966069,O15264,3.899999872
CHEMBL1682540,Q14680,3.199999125
CHEMBL1929238,P53350,4.477121255
CHEMBL1241390,P48736,3.361727836
CHEMBL210032,O96017,3.838861701
CHEMBL81214,O15111,3.041392685
CHEMBL1516890,O15264,3.899999872
CHEMBL1998159,Q13554,2.0
CHEMBL1994318,Q00535,3.500000321
CHEMBL1991434,P45983,3.500000321
CHEMBL2007002,O15530,3.599999814
CHEMBL1974363,Q13464,4.0
CHEMBL1988370,O96013,3.699999798
CHEMBL2005631,P22607,0.599883072
CHEMBL2001584,O60674,3.400000617
CHEMBL2348417,Q96GD4,4.0
CHEMBL2000335,P07333,2.099991234
CHEMBL1972849,P49840,3.899999872
CHEMBL1966514,Q9H2G2,2.500003068
CHEMBL2000335,Q08881,3.199999125
CHEMBL1965170,Q06418,2.400002346
CHEMBL1976455,P12931,3.299999496
CHEMBL1991063,Q05397,3.199999125
CHEMBL2000345,Q9HBY8,3.699999798
CHEMBL1984162,P06239,1.0
CHEMBL468280,Q7KZI7,3.899999872
CHEMBL1992231,Q12851,3.400000617
CHEMBL1988173,Q9HBY8,3.799999763
CHEMBL2004290,Q06418,3.0
CHEMBL2006778,Q14289,3.199999125
CHEMBL2004934,P45984,3.599999814
CHEMBL120077,P16234,1.653212514
CHEMBL2005886,P05129,2.700002397
CHEMBL1964804,O15075,4.0
CHEMBL1990904,Q13557,3.799999763
CHEMBL101253,Q14012,3.899999881
CHEMBL402548,P36888,2.825426118
CHEMBL440084,P36894,4.0
CHEMBL363130,P67870,5.0
CHEMBL2000393,P53350,3.899999872
CHEMBL2001751,O00311,2.400002346
CHEMBL1968850,P35968,3.400000617
CHEMBL477817,P49137,4.698970004
CHEMBL1990821,Q9HBH9,3.500000321
CHEMBL1982711,O96017,3.199999125
CHEMBL1970903,P49137,3.400000617
CHEMBL385478,P29597,2.500003068
CHEMBL1978014,P51812,3.899999872
CHEMBL1995832,Q9H2G2,4.0
CHEMBL488811,O00444,3.954242509
CHEMBL2007296,O00444,3.599999814
CHEMBL1981725,Q16620,3.699999798
CHEMBL1998159,Q13464,0.899820502
CHEMBL377383,Q9Y6M4,3.799999763
CHEMBL379835,P51955,4.0
CHEMBL373598,O96017,3.776791411
CHEMBL1999931,O00444,1.599992178
CHEMBL1998545,O95819,4.0
CHEMBL475251,Q5S007,1.496897499
CHEMBL1964692,Q13557,3.799999763
CHEMBL1614701,Q9NYL2,4.0
CHEMBL101253,Q99755,4.0
CHEMBL1996066,Q9Y6M4,1.599992178
CHEMBL1984633,P29597,3.299999496
CHEMBL248757,P49841,3.824371472
CHEMBL1984586,Q14289,3.199999125
CHEMBL1990254,Q13188,3.899999872
CHEMBL101311,Q16288,3.500000321
CHEMBL1977749,P17948,3.599999814
CHEMBL592030,Q04771,3.500000321
CHEMBL482967,P68400,2.099991234
CHEMBL1976040,Q14164,3.199999125
CHEMBL1908392,O75582,3.150514998
CHEMBL78464,P17252,4.397940009
CHEMBL80024,P05129,4.0
CHEMBL215152,P29323,4.0
CHEMBL1999590,P31749,3.899999872
CHEMBL2000354,P27448,3.799999763
CHEMBL1966514,O75116,3.0
CHEMBL1968151,Q9Y6M4,3.799999763
CHEMBL1870106,P11309,1.2999429
CHEMBL1258913,P06239,4.0
CHEMBL477772,Q8NG66,4.0
CHEMBL242865,P29376,2.700002397
CHEMBL1983923,P45983,3.599999814
CHEMBL1240703,Q9Y243,4.0
CHEMBL1908396,O95819,4.0
CHEMBL428690,Q9UPE1,4.0
CHEMBL445813,P46734,4.0
CHEMBL1970142,P06213,3.400000617
CHEMBL1986943,P07949,3.100001583
CHEMBL377408,Q02779,3.500000321
CHEMBL2007296,Q05655,3.0
CHEMBL103667,Q9BZL6,3.750000161
CHEMBL1967878,P27448,1.10002573
CHEMBL196363,P22455,3.62324929
CHEMBL450786,Q9BQI3,4.0
CHEMBL38380,Q5S007,3.299999496
CHEMBL1614705,Q8N4C8,3.599999814
CHEMBL1994693,Q9HBH9,2.200001865
CHEMBL601719,P35590,2.041392685
CHEMBL262433,Q86V86,3.899999872
CHEMBL234085,O75116,2.600003087
CHEMBL1994074,P51957,3.799999763
CHEMBL535331,P27448,3.799999763
CHEMBL340776,P05129,4.0
CHEMBL1985092,Q9HBH9,3.100001583
CHEMBL1987009,Q9UEE5,1.800029359
CHEMBL1173655,Q9H1R3,4.0
CHEMBL1983393,Q9UQM7,3.599999814
CHEMBL1994040,Q9Y6M4,3.799999763
CHEMBL1991678,Q16620,3.599999814
CHEMBL103667,Q9H422,3.786925175
CHEMBL1969588,Q16620,2.700002397
CHEMBL1987756,P49840,3.899999872
CHEMBL1461728,Q13554,3.899999872
CHEMBL2003785,P07949,4.099999858
CHEMBL1967564,O60674,3.199999125
CHEMBL572878,Q96L34,3.34509804
CHEMBL1908395,O14920,4.0
CHEMBL1974254,O00311,3.100001583
CHEMBL1980178,P49760,1.700011062
CHEMBL1996510,P04629,3.400000617
CHEMBL2005886,P31751,3.899999872
CHEMBL300138,Q15349,3.17121134
CHEMBL1982271,P49841,2.400002346
CHEMBL1984711,Q13188,3.899999872
CHEMBL462120,O95819,3.699999798
CHEMBL1987359,P07948,3.199999125
CHEMBL1982866,P42685,3.199999125
CHEMBL1991867,Q9Y463,4.199999947
CHEMBL1381197,Q13627,3.799999763
CHEMBL2000508,O15075,4.0
CHEMBL1988838,P49841,3.299999496
CHEMBL24828,P31749,4.0
CHEMBL2006631,Q8TDC3,4.0
CHEMBL1984038,Q04912,3.599999814
CHEMBL379835,O14757,3.899999872
CHEMBL1965387,Q12851,3.400000617
CHEMBL583144,O00311,2.099991234
CHEMBL1721885,O95382,4.0
CHEMBL2001451,Q9UQM7,3.899999872
CHEMBL535331,Q96GD4,3.299999496
CHEMBL1979933,Q9HAZ1,2.700002397
CHEMBL312170,P17252,4.397940009
CHEMBL558752,O95382,4.0
CHEMBL6291,Q04759,1.0
CHEMBL1996817,Q06187,3.100001583
CHEMBL255863,Q96PY6,4.0
CHEMBL220241,P04629,3.400000617
CHEMBL1997892,Q8IU85,3.400000617
CHEMBL31965,Q9NYL2,3.079181246
CHEMBL2004544,P51617,3.899999872
CHEMBL2003420,Q9H3Y6,3.199999125
CHEMBL554,P11802,4.0
CHEMBL223257,Q14012,3.899999872
CHEMBL2205426,Q13627,3.832508913
CHEMBL1985367,Q9UM73,3.799999763
CHEMBL249697,Q15746,4.0
CHEMBL398951,Q14164,3.500000321
CHEMBL1999428,P23443,3.100001583
CHEMBL494089,P57078,4.0
CHEMBL2006581,O75116,3.899999872
CHEMBL1968127,P05129,3.899999872
CHEMBL1980144,P29317,3.500000321
CHEMBL422897,P29597,3.299999496
CHEMBL2005936,P53778,3.699999798
CHEMBL259084,P21709,3.255272505
CHEMBL1971801,Q00535,3.299999496
CHEMBL2007002,O00311,3.100001583
CHEMBL1991434,P30530,3.299999496
CHEMBL519697,Q13131,3.100001583
CHEMBL1969042,Q13882,3.400000617
CHEMBL1968127,Q08881,3.199999125
CHEMBL1908397,Q6XUX3,2.819543936
CHEMBL219722,P35968,1.513391108
CHEMBL2006263,P42679,3.299999496
CHEMBL1289926,Q9UQB9,0.113943352
CHEMBL1974702,P06213,3.699999798
CHEMBL316264,P48730,1.800029359
CHEMBL497151,P29317,3.500000321
CHEMBL226403,O75582,3.808671006
CHEMBL1995740,Q05655,3.899999872
CHEMBL1242373,Q13153,4.0
CHEMBL2007574,P07949,3.500000321
CHEMBL1980562,P43405,3.199999125
CHEMBL1997764,O96017,3.199999125
CHEMBL1908394,O95747,4.0
CHEMBL265502,P05771,4.462397998
CHEMBL1970104,O96017,2.500003068
CHEMBL1975357,P35968,3.899999872
CHEMBL1986265,P06241,3.799999763
CHEMBL1993584,Q9H2X6,3.500000321
CHEMBL8271,Q05513,4.698970004
CHEMBL223367,P00533,3.649999748
CHEMBL162,P53671,3.963787827
CHEMBL1990254,Q06418,3.350000057
CHEMBL1980144,P78368,3.899999872
CHEMBL1988153,Q13557,3.599999814
CHEMBL522892,P04049,4.0
CHEMBL443962,P17612,3.899999872
CHEMBL601719,P08922,0.612783857
CHEMBL1998829,Q13555,3.199999125
CHEMBL184847,P16591,3.199999125
CHEMBL130049,P00533,3.380211242
CHEMBL223367,P06241,3.450000483
CHEMBL105442,Q99755,4.0
CHEMBL50,P53350,4.806179974
CHEMBL1970104,P07949,1.700011062
CHEMBL433855,Q15139,5.301029996
CHEMBL1973145,Q08881,3.199999125
CHEMBL1968151,Q9HBH9,4.0
CHEMBL1788116,O14920,4.0
CHEMBL1964290,O95819,3.100001583
CHEMBL1965170,Q04912,2.400002346
CHEMBL1241587,P00533,3.698970004
CHEMBL1230020,Q96NX5,4.0
CHEMBL1981792,Q13131,3.500000321
CHEMBL1969735,Q9H2G2,4.0
CHEMBL57366,P22607,2.113943352
CHEMBL1979718,Q15303,3.599999814
CHEMBL124660,Q13233,4.0
CHEMBL49120,Q9HAZ1,3.400000617
CHEMBL1971649,P00533,3.299999496
CHEMBL340384,O00311,2.800001828
CHEMBL1987793,Q9Y243,4.0
CHEMBL395573,Q9UQM7,4.602059991
CHEMBL1966035,P31751,3.899999872
CHEMBL262433,Q14289,3.199999125
CHEMBL255863,P07947,3.041392685
CHEMBL1999774,P45983,3.500000321
CHEMBL1089082,P42336,4.698970004
CHEMBL1998829,P06239,3.199999125
CHEMBL208637,Q9UEE5,3.400000617
CHEMBL81603,P17612,4.397940009
CHEMBL1375640,P53778,3.799999763
CHEMBL602471,P00519,4.0
CHEMBL1991078,P45984,2.400002346
CHEMBL1982563,P29317,3.500000321
CHEMBL1271533,Q9UGI9,2.342422681
CHEMBL1242287,O00329,1.612783857
CHEMBL150894,Q02763,4.0
CHEMBL1981047,P06213,3.699999798
CHEMBL1989708,Q9Y6M4,3.699999788
CHEMBL1989646,P12931,3.299999496
CHEMBL226471,P51451,3.199999125
CHEMBL249697,Q13627,4.0
CHEMBL1977814,P35968,3.699999798
CHEMBL1980329,P07333,3.100001583
CHEMBL1968705,O00444,3.299999496
CHEMBL1980376,P04629,4.799999969
CHEMBL443962,P12931,3.699999798
CHEMBL1977135,P11309,4.0
CHEMBL386051,Q14680,4.0
CHEMBL1964444,P51957,3.799999763
CHEMBL2002432,P17612,3.100001583
CHEMBL491473,P53779,4.0
CHEMBL1982167,Q14012,3.899999872
CHEMBL1983534,Q13627,0.800029359
CHEMBL1973142,Q9H2X6,2.400002346
CHEMBL281872,P24941,4.0
CHEMBL1982660,Q07912,3.599999814
CHEMBL1980246,Q8IU85,3.400000617
CHEMBL576982,O00444,4.0
CHEMBL475251,P22694,2.707570176
CHEMBL267941,P12931,5.0
CHEMBL337297,Q05513,1.556302501
CHEMBL1973098,P24941,3.899999872
CHEMBL1997349,P28482,3.899999872
CHEMBL1973893,Q8NE63,3.400000617
CHEMBL1241683,P12931,3.431363764
CHEMBL445813,Q9BVS4,4.0
CHEMBL259922,O96017,3.699999798
CHEMBL338448,Q02156,1.698970004
CHEMBL1336,Q86UE8,4.0
CHEMBL1999931,Q96GD4,2.0
CHEMBL1998545,Q13188,3.899999872
CHEMBL1969523,Q9H2G2,3.299999496
CHEMBL1991356,Q9Y4K4,3.899999872
CHEMBL8095,P42684,5.0
CHEMBL1984236,Q12851,3.400000617
CHEMBL1991818,Q16539,3.599999814
CHEMBL1997335,P45984,3.500000321
CHEMBL296468,Q8WTQ7,4.0
CHEMBL2004892,Q9H2G2,4.0
CHEMBL1974935,Q13555,3.699999798
CHEMBL1989518,P36888,3.400000617
CHEMBL1965570,Q86V86,3.899999872
CHEMBL443962,P24941,2.400002346
CHEMBL124660,Q9Y4K4,2.892094603
CHEMBL1996831,P06239,3.400000617
CHEMBL1965845,P36888,3.100001583
CHEMBL210390,Q02156,3.919078092
CHEMBL1998110,Q9UM73,3.799999763
CHEMBL1975490,O75116,2.400002346
CHEMBL1421,P53779,3.750000161
CHEMBL2001957,Q13627,3.799999763
CHEMBL1990496,P31749,3.899999872
CHEMBL1976220,Q13557,3.599999814
CHEMBL483531,P53350,0.851258349
CHEMBL31965,P41240,3.785329835
CHEMBL56983,Q05655,4.698970004
CHEMBL572881,Q9Y4K4,4.0
CHEMBL1992242,O15075,4.0
CHEMBL288441,Q15303,1.414973348
CHEMBL1682546,P35968,3.924206419
CHEMBL278041,Q13153,4.0
CHEMBL50,P49840,3.322219295
CHEMBL1978448,Q86V86,3.400000617
CHEMBL1788116,Q02750,4.0
CHEMBL1987910,O15530,3.599999814
CHEMBL103667,O75385,4.0
CHEMBL1982610,Q13557,3.799999763
CHEMBL1982476,O15264,3.400000617
CHEMBL1992242,P11309,4.0
CHEMBL230011,O14578,4.0
CHEMBL1984842,P08581,3.400000617
CHEMBL2006439,P31749,3.899999872
CHEMBL384304,Q15759,4.349485002
CHEMBL1908394,Q96NX5,4.0
CHEMBL377408,P05129,3.899999872
CHEMBL103667,Q15349,4.0
CHEMBL375284,O96013,3.699999798
CHEMBL1973893,Q08881,3.199999125
CHEMBL1981133,Q8IU85,3.400000617
CHEMBL1991143,P68400,3.799999763
CHEMBL2000354,Q13131,3.199999125
CHEMBL103667,O94806,3.799999907
CHEMBL199383,P35968,2.707570176
CHEMBL86664,Q05513,4.0
CHEMBL572878,Q9Y5S2,4.0
CHEMBL1966501,Q7L7X3,3.799999763
CHEMBL1999718,Q12851,3.799999763
CHEMBL1997129,P12931,3.500000321
CHEMBL1972158,P45984,3.500000321
CHEMBL1421,P32298,4.0
CHEMBL1461728,Q12851,3.799999763
CHEMBL105442,P50613,4.0
CHEMBL529663,P35968,1.491361694
CHEMBL135881,Q05513,5.301029996
CHEMBL1972820,P36888,3.400000617
CHEMBL1970074,P78368,3.599999814
CHEMBL210032,Q9UGJ0,3.991226076
CHEMBL56236,P11362,2.851258349
CHEMBL2000335,Q9HBH9,1.899984563
CHEMBL1999321,O95819,4.0
CHEMBL1996234,P06493,3.899999872
CHEMBL106966,P21802,5.301029996
CHEMBL522892,Q8NEV4,4.0
CHEMBL1988537,O15075,4.0
CHEMBL1980671,P35968,3.0
CHEMBL183844,O96017,3.199999125
CHEMBL214329,P50613,3.176091259
CHEMBL1996923,O00418,3.599999814
CHEMBL383264,P67870,4.071882007
CHEMBL474432,P23443,1.599992178
CHEMBL525191,Q9UBF8,4.0
CHEMBL939,O96017,2.851545907
CHEMBL1984586,P06239,2.900000965
CHEMBL132348,P41743,1.662757832
CHEMBL592030,P51812,3.0
CHEMBL2002649,Q9P1W9,3.199999125
CHEMBL39413,P41743,5.0
CHEMBL389745,Q96GD4,4.698970004
CHEMBL1908396,O95382,4.0
CHEMBL1973145,Q96PF2,3.199999125
CHEMBL1977749,O95819,2.800001828
CHEMBL262623,P48729,4.199999947
CHEMBL514499,P29317,3.500000321
CHEMBL1983573,P11362,3.899999872
CHEMBL279405,P22612,4.698970004
CHEMBL124660,P12931,3.92564909
CHEMBL1965845,P31749,3.299999496
CHEMBL319894,P17252,4.477121255
CHEMBL215152,P36896,4.0
CHEMBL1242657,O00329,2.285557309
CHEMBL1972276,Q00535,4.0
CHEMBL1982271,Q13557,2.800001828
CHEMBL1964902,P51817,3.500000321
CHEMBL1994526,P51955,3.500000321
CHEMBL1997822,P11309,4.0
CHEMBL199383,P41279,4.301029996
CHEMBL1270230,Q15759,4.0
CHEMBL1970879,P45983,3.500000321
CHEMBL1972220,P11309,3.299999496
CHEMBL424872,P53350,3.899999872
CHEMBL384304,P17948,4.0
CHEMBL1968590,Q9HCP0,3.799999763
CHEMBL2001613,P11362,4.500000047
CHEMBL1996817,O15264,3.899999872
CHEMBL1230020,Q86V86,4.0
CHEMBL1993584,P48729,3.799999763
CHEMBL1976240,Q08881,3.199999125
CHEMBL1984274,P48730,3.899999872
CHEMBL2004447,Q9H3Y6,3.199999125
CHEMBL185569,P51817,3.199999125
CHEMBL1240703,Q9BXA7,4.0
CHEMBL1972988,Q12851,3.400000617
CHEMBL1682545,P31749,3.899999872
CHEMBL1727312,P53778,3.799999763
CHEMBL1966722,P12931,3.299999496
CHEMBL225519,Q06418,3.400000617
CHEMBL1976090,P06213,3.699999798
CHEMBL246970,P06493,3.0
CHEMBL1983348,Q13627,2.600003087
CHEMBL1986177,Q04771,3.599999814
CHEMBL1968406,Q13557,3.799999763
CHEMBL1995765,P45983,4.500000047
CHEMBL377300,P16234,1.041392685
CHEMBL1968590,O14965,3.199999125
CHEMBL1968850,Q13153,4.0
CHEMBL607707,P19784,4.0
CHEMBL161832,P05771,2.0
CHEMBL386051,P36507,3.278753601
CHEMBL1242659,P35968,5.0
CHEMBL386051,O14976,0.913813852
CHEMBL1916359,P45983,4.0
CHEMBL1967560,P15735,3.699999798
CHEMBL2000508,Q9NYL2,3.699999798
CHEMBL1988163,P41743,3.699999798
CHEMBL1968705,P28482,3.899999872
CHEMBL105442,Q14680,4.0
CHEMBL1968070,Q16620,3.699999798
CHEMBL1958401,Q00535,2.900000965
CHEMBL1999714,Q9NYL2,3.899999872
CHEMBL1336,Q9HBY8,3.899999872
CHEMBL460472,Q96GD4,3.0
CHEMBL1969502,Q9Y6M4,3.799999763
CHEMBL2003524,Q00535,2.900000965
CHEMBL1421,Q15569,1.51851394
CHEMBL207995,P49841,3.199999125
CHEMBL505896,Q9P1W9,4.397940009
CHEMBL259084,P12931,3.051544556
CHEMBL558752,Q15375,4.0
CHEMBL1241674,P24723,2.908485019
CHEMBL1990635,Q96KB5,3.299999496
CHEMBL1969264,Q00535,4.0
CHEMBL207995,P29317,3.500000321
CHEMBL1908392,Q13177,3.51851394
CHEMBL2000029,P11309,3.799999763
CHEMBL2006263,Q13464,4.0
CHEMBL2005631,Q13464,2.900000965
CHEMBL1972276,Q9Y6M4,3.799999763
CHEMBL124660,Q86UE8,4.0
CHEMBL17370,Q13554,3.799999763
CHEMBL2007574,Q9UQM7,3.299999496
CHEMBL1998551,O15075,4.0
CHEMBL2002726,P43405,3.199999125
CHEMBL1973893,P23443,3.799999763
CHEMBL232601,P24941,4.0
CHEMBL1989474,P49760,3.899999872
CHEMBL1972125,Q13464,4.0
CHEMBL1989029,P07333,3.400000617
CHEMBL1974416,Q96GD4,3.799999763
CHEMBL1997129,Q7L7X3,3.0
CHEMBL180022,P49336,4.0
CHEMBL1992536,P31749,3.899999872
CHEMBL1976328,Q05513,3.899999872
CHEMBL392642,Q96GD4,3.799999763
CHEMBL553824,P11362,4.477121255
CHEMBL2003482,P45984,3.599999814
CHEMBL1996780,P12931,3.699999798
CHEMBL422897,P35916,3.799999763
CHEMBL259922,P24723,4.602059991
CHEMBL535,P51812,2.114688703
CHEMBL424872,Q05655,3.899999872
CHEMBL2003456,O96013,3.699999798
CHEMBL2003817,P06239,3.400000617
CHEMBL1977814,Q00535,3.799999763
CHEMBL2001641,O43293,3.299999496
CHEMBL2205766,Q9Y4K4,4.0
CHEMBL363648,Q05513,3.899999872
CHEMBL2002992,P52333,3.599999814
CHEMBL1173055,P53667,4.0
CHEMBL1964948,P45984,3.599999814
CHEMBL1982466,P11309,4.0
